id,event_id,package_id,service_id,vibe,venue,guests,provider_id,customer_id,status,request_date,location,start_time,end_time,duration,budget,special_instructions,cancel_reasons,created_at,updated_at,rating,reviews
1070,wedding,package10047,"n,o",friends,outdoor,297,10156,10071,booked,2025-01-11t19:11:25.045623,delhi,2024-04-13t17:20:25.045623,2024-11-23t17:14:25.045623,3,52715,no,"as travel plans have changed, we are no longer able to proceed with the booking.",2024-08-29t21:01:25.045623,2023-09-27t19:34:25.045623,2,the food was a big hit. so many guests asked for the caterer’s details.
1071,wedding,package10052,"n,o",friends,indoor,550,10104,10038,completed,2024-11-02t06:44:25.045623,delhi,2024-03-23t05:32:25.045623,2024-03-22t09:01:25.045623,3,92902,['the event was well organized. food and music were amazing!'],"event got postponed, event got merged with another celebration.
note: we had to move the event location.",2024-11-28t00:38:25.045623,2024-01-02t03:37:25.045623,1,venue was not cleaned properly. health hazard!
1072,wedding,package10019,"n,o",family,indoor,676,10105,10190,pending,2024-02-28t17:57:25.045623,delhi,2025-04-25t20:27:25.045623,2023-07-02t03:40:25.045623,2,15543,['decorations were decent. could have been more colorful.'],"due to unexpected personal commitments, we have to pause all related activities for now.
note: due to unexpected personal commitments.",2023-12-14t21:49:25.045623,2023-07-12t04:00:25.045623,3,overpriced for such poor execution. utterly dissatisfied.
1073,wedding,package10135,"n,o",youthful,indoor,683,10021,10025,booked,2025-05-04t17:06:25.045623,hyderabad,2024-06-12t14:40:25.045623,2025-05-26t18:17:25.045623,10,89369,['decorations were late and poorly done. not worth the money.'],"we had to move the event location, a reschedule might happen later.
note: due to scheduling conflicts.",2024-08-09t07:35:25.045623,2024-11-01t11:14:25.045623,4,event started on time. nothing much to complain about.
1074,birthday,package10043,"n,o",youthful,outdoor,868,10176,10197,pending,2025-01-14t16:07:25.045623,delhi,2025-04-05t08:44:25.045623,2024-08-19t06:05:25.045623,9,27579,no,"we had to move the event location, we will reach out when ready to rebook.
note: event got postponed.",2025-04-25t03:01:25.045623,2023-11-25t23:18:25.045623,4,lighting failed mid-event. embarrassing situation.
1075,wedding,no,"service10019,service10112,service10024,service10067,service10094,service10178,service10002,service10101,service10193,service10103",family,outdoor,356,10152,10064,cancelled,2024-09-28t14:21:25.045623,delhi,2025-03-11t17:11:25.045623,2024-10-17t04:59:25.045623,9,80609,no,"due to scheduling conflicts, the guest list drastically changed.
note: owing to budget constraints.",2024-06-02t12:41:25.045623,2025-03-03t13:13:25.045623,3,"a regular experience. not too impressed, not too upset."
1076,wedding,no,"service10013,service10167,service10195,service10121,service10021",youthful,outdoor,826,10156,10125,pending,2024-12-26t22:20:25.045623,mumbai,2023-08-30t17:41:25.045623,2024-05-27t13:56:25.045623,7,92918,['the team took care of every small detail. kudos to the decorators!'],"as travel plans have changed, we need to cancel the event arrangements.
note: weather conditions are not favorable.",2023-10-02t19:27:25.045623,2024-11-13t03:45:25.045623,1,music could have been better. rest was fine.
1077,birthday,no,"service10104,service10194,service10021,service10128,service10175",family,indoor,666,10031,10124,pending,2023-07-04t16:32:25.045623,hyderabad,2024-07-12t20:25:25.045623,2024-04-02t10:59:25.045623,2,37730,['the team took care of every small detail. kudos to the decorators!'],"as travel plans have changed, we are no longer able to proceed with the booking.",2024-02-04t10:56:25.045623,2025-02-04t22:36:25.045623,3,the event was delayed by hours. complete chaos.
1078,wedding,package10128,"n,o",friends,indoor,73,10113,10197,completed,2024-01-25t13:22:25.045623,hyderabad,2024-10-30t07:28:25.045623,2024-12-14t01:21:25.045623,10,53119,no,"unexpected family issues, a reschedule might happen later.
note: we had to move the event location.",2024-08-12t10:28:25.045623,2023-11-26t08:25:25.045623,2,"a regular experience. not too impressed, not too upset."
1079,birthday,package10166,"n,o",family,outdoor,505,10061,10042,pending,2025-05-04t04:07:25.045623,hyderabad,2023-07-03t03:32:25.045623,2024-02-25t08:49:25.045623,2,56833,['the food was a big hit. so many guests asked for the caterer’s details.'],"venue is no longer available, we have to pause all related activities for now.",2023-06-25t07:58:25.045623,2024-10-09t14:49:25.045623,2,dj didn't show up on time. party mood was ruined.
1080,birthday,package10154,"n,o",friends,outdoor,626,10137,10038,completed,2023-12-09t06:36:25.045623,mumbai,2023-11-10t20:41:25.045623,2023-08-12t16:05:25.045623,10,85624,['highly satisfied with the service. would definitely book again.'],"owing to budget constraints, a reschedule might happen later.",2025-03-07t04:17:25.045623,2023-10-28t20:40:25.045623,2,thank you for making our day so special! truly memorable.
1081,birthday,no,"service10057,service10040,service10078,service10054",family,indoor,540,10085,10071,booked,2024-08-23t04:23:25.045623,hyderabad,2025-03-26t03:01:25.045623,2023-10-28t19:16:25.045623,3,29347,['thank you for making our day so special! truly memorable.'],"we had to move the event location, a new organizer has taken over planning.",2023-09-19t08:44:25.045623,2023-08-09t19:47:25.045623,1,the food was a big hit. so many guests asked for the caterer’s details.
1082,birthday,no,"service10081,service10085",youthful,indoor,900,10141,10020,pending,2024-08-25t10:22:25.045623,mumbai,2023-12-05t01:35:25.045623,2025-05-23t07:23:25.045623,8,77503,no,"as travel plans have changed, a reschedule might happen later.",2024-06-06t06:56:25.045623,2025-05-28t08:39:25.045623,1,very disappointing service. nothing went as planned.
1083,birthday,no,"service10076,service10094",friends,indoor,120,10187,10155,completed,2024-04-08t18:35:25.045623,mumbai,2024-03-17t06:22:25.045623,2025-04-09t00:46:25.045623,3,92436,no,"due to unexpected personal commitments, we have to pause all related activities for now.
note: because of a medical emergency.",2025-03-17t18:01:25.045623,2024-06-14t16:09:25.045623,5,"a regular experience. not too impressed, not too upset."
1084,birthday,no,"service10104,service10105,service10195,service10174,service10097,service10129,service10024,service10100",friends,outdoor,942,10105,10155,pending,2023-07-28t06:31:25.045623,mumbai,2024-09-27t17:15:25.045623,2023-09-04t01:51:25.045623,3,60289,['basic expectations met. but lacked a wow factor.'],"owing to budget constraints, the guest list drastically changed.
note: due to scheduling conflicts.",2025-06-07t01:31:25.045623,2024-10-06t06:42:25.045623,3,professional staff and smooth coordination. loved every moment.
1085,birthday,no,"service10105,service10050,service10120",youthful,outdoor,283,10199,10124,completed,2023-10-09t10:37:25.045623,mumbai,2024-09-11t06:04:25.045623,2023-10-15t04:51:25.045623,7,55658,['worst experience ever. regret booking with them.'],"weather conditions are not favorable, a new organizer has taken over planning.
note: due to scheduling conflicts.",2024-06-10t16:26:25.045623,2023-07-17t13:41:25.045623,1,highly satisfied with the service. would definitely book again.
1086,wedding,no,"service10012,service10194",friends,indoor,964,10029,10124,booked,2025-03-02t22:50:25.045623,mumbai,2025-03-16t05:26:25.045623,2024-11-11t20:44:25.045623,4,32192,no,"due to scheduling conflicts, event got merged with another celebration.
note: as travel plans have changed.",2024-10-20t09:43:25.045623,2024-03-11t09:20:25.045623,5,the food was a big hit. so many guests asked for the caterer’s details.
1087,wedding,no,"service10133,service10147,service10101,service10109,service10149,service10167",youthful,indoor,752,10137,10185,pending,2024-07-11t23:16:25.045623,hyderabad,2023-06-23t09:59:25.045623,2023-12-08t21:23:25.045623,6,31251,no,"weather conditions are not favorable, a reschedule might happen later.
note: event got postponed.",2025-04-22t08:43:25.045623,2023-12-15t18:32:25.045623,5,very disappointing service. nothing went as planned.
1088,birthday,package10094,"n,o",friends,indoor,735,10184,10185,pending,2024-10-23t17:12:25.045623,hyderabad,2024-09-01t16:59:25.045623,2025-01-07t02:25:25.045623,8,37613,no,"because of a medical emergency, we have to pause all related activities for now.
note: weather conditions are not favorable.",2025-05-18t09:20:25.045623,2024-07-02t16:28:25.045623,5,overpriced for such poor execution. utterly dissatisfied.
1089,wedding,package10176,"n,o",friends,indoor,857,10146,10032,completed,2024-11-08t20:22:25.045623,delhi,2023-06-09t06:11:25.045623,2024-09-13t10:51:25.045623,6,56894,no,"owing to budget constraints, a new organizer has taken over planning.
note: as travel plans have changed.",2023-12-27t23:52:25.045623,2025-04-09t02:51:25.045623,3,the team took care of every small detail. kudos to the decorators!
1090,birthday,no,"service10145,service10164,service10019,service10068,service10090,service10101,service10039,service10134,service10187,service10047",youthful,indoor,46,10062,10169,booked,2025-06-03t08:09:25.045623,delhi,2023-07-02t17:34:25.045623,2024-01-24t18:36:25.045623,4,50753,['the event was delayed by hours. complete chaos.'],"as travel plans have changed, we need to cancel the event arrangements.
note: weather conditions are not favorable.",2024-11-03t14:56:25.045623,2025-04-23t17:45:25.045623,5,ambience was neutral. just okay vibes.
1091,birthday,no,"service10136,service10021,service10052,service10184,service10174,service10158,service10143,service10080,service10084",family,indoor,17,10050,10200,booked,2025-04-02t23:47:25.045623,mumbai,2023-09-06t07:27:25.045623,2024-10-24t00:25:25.045623,10,14963,no,"due to scheduling conflicts, we are no longer able to proceed with the booking.",2025-02-21t16:12:25.045623,2025-02-28t18:24:25.045623,2,worst experience ever. regret booking with them.
1092,wedding,no,"service10157,service10076,service10100,service10067",friends,indoor,604,10112,10070,completed,2024-09-18t14:52:25.045623,mumbai,2025-05-06t09:34:25.045623,2023-11-13t17:14:25.045623,2,32419,['professional staff and smooth coordination. loved every moment.'],"as travel plans have changed, we need to cancel the event arrangements.
note: because of a medical emergency.",2024-02-21t19:45:25.045623,2024-09-24t17:20:25.045623,3,venue was not cleaned properly. health hazard!
1093,wedding,no,"service10116,service10050,service10128,service10150,service10018,service10066,service10074,service10174,service10052,service10027",youthful,indoor,653,10174,10070,completed,2024-03-02t11:03:25.045623,hyderabad,2024-05-19t01:09:25.045623,2024-01-02t03:57:25.045623,6,38833,no,"as travel plans have changed, a new organizer has taken over planning.
note: because of a medical emergency.",2024-06-15t12:47:25.045623,2025-03-12t01:01:25.045623,1,food was cold and stale. guests were unhappy.
1094,wedding,no,service10083,youthful,outdoor,110,10170,10070,cancelled,2024-12-08t05:55:25.045623,delhi,2025-03-27t02:11:25.045623,2024-04-19t17:56:25.045623,2,21889,no,"venue is no longer available, event got merged with another celebration.
note: owing to budget constraints.",2024-07-26t23:08:25.045623,2024-07-27t22:39:25.045623,4,overpriced for such poor execution. utterly dissatisfied.
1095,wedding,no,"service10100,service10195,service10089,service10147,service10037,service10111,service10063,service10149,service10074",friends,outdoor,397,10106,10169,pending,2023-07-07t03:02:25.045623,mumbai,2024-10-12t23:27:25.045623,2023-10-18t07:23:25.045623,7,53000,['it was an okay event. some things could have been better.'],"weather conditions are not favorable, a new organizer has taken over planning.
note: due to scheduling conflicts.",2023-11-16t19:09:25.045623,2023-09-09t19:28:25.045623,4,music could have been better. rest was fine.
1096,birthday,package10166,"n,o",friends,outdoor,632,10164,10004,cancelled,2023-07-09t15:23:25.045623,hyderabad,2025-03-26t19:29:25.045623,2024-09-25t20:01:25.045623,7,99323,"[""dj didn't show up on time. party mood was ruined.""]","we had to move the event location, we need to cancel the event arrangements.
note: owing to budget constraints.",2023-07-24t05:13:25.045623,2025-02-22t22:08:25.045623,2,basic expectations met. but lacked a wow factor.
1097,birthday,package10136,"n,o",family,outdoor,830,10107,10038,booked,2023-08-30t15:56:25.045623,mumbai,2024-04-20t04:42:25.045623,2025-05-28t04:03:25.045623,3,42619,['venue was clean and beautifully decorated. superb experience overall.'],"venue is no longer available, details are being re-evaluated by stakeholders.",2024-01-30t13:28:25.045623,2023-11-09t02:44:25.045623,5,"a regular experience. not too impressed, not too upset."
1098,wedding,no,"service10021,service10084",youthful,indoor,231,10113,10124,completed,2023-08-04t19:04:25.045623,delhi,2024-06-17t10:12:25.045623,2025-05-26t13:22:25.045623,6,72249,no,"weather conditions are not favorable, we are no longer able to proceed with the booking.
note: event got postponed.",2024-08-13t06:45:25.045623,2024-02-18t07:19:25.045623,4,wonderful experience! guests were all praise for the arrangements.
1099,wedding,no,"service10021,service10040,service10199,service10123,service10067,service10076,service10149,service10192,service10099,service10181",family,outdoor,502,10085,10197,booked,2024-09-19t15:50:25.045623,hyderabad,2025-03-19t10:21:25.045623,2024-09-24t03:41:25.045623,7,52047,['professional staff and smooth coordination. loved every moment.'],"we had to move the event location, we will reach out when ready to rebook.
note: because of a medical emergency.",2024-07-11t20:59:25.045623,2023-10-03t13:49:25.045623,4,decorations were late and poorly done. not worth the money.
